https://www.CryptoDataDownload.com,,,,,,,,
unix,date,symbol,open,high,low,close,Volume USD,Volume BTC
1.69171E+12,11-08-2023 00:00,BTC/USD,29459,29557,29250,29434,32479840.53,1103.480347
1.69163E+12,10-08-2023 00:00,BTC/USD,29597,29745,29340,29458,42334217.67,1437.104273
1.69154E+12,09-08-2023 00:00,BTC/USD,29790,30170,29393,29597,36038880.28,1217.65315
1.69145E+12,08-08-2023 00:00,BTC/USD,29226,30284,29164,29796,40456710.67,1357.789994
1.69137E+12,07-08-2023 00:00,BTC/USD,29095,29289,28716,29223,29964252.08,1025.365366
1.69128E+12,06-08-2023 00:00,BTC/USD,29074,29198,29007,29095,11477192.97,394.4730356
1.69119E+12,05-08-2023 00:00,BTC/USD,29118,29153,28992,29075,12005117.94,412.9017347
1.69111E+12,04-08-2023 00:00,BTC/USD,29206,29337,28821,29119,17099714,587.2356192
1.69102E+12,03-08-2023 00:00,BTC/USD,29207,29442,28988,29206,18074704.62,618.8695687
1.69093E+12,02-08-2023 00:00,BTC/USD,29733,30076,28957,29197,34352658.73,1176.581797
1.69085E+12,01-08-2023 00:00,BTC/USD,29272,29755,28637,29733,48686762.57,1637.465529
1.69076E+12,31-07-2023 00:00,BTC/USD,29315,29560,29148,29273,13155787.32,449.4171188
1.69068E+12,30-07-2023 00:00,BTC/USD,29402,29488,29091,29315,14431140.6,492.2783761
1.69059E+12,29-07-2023 00:00,BTC/USD,29364,29444,29305,29402,4490829.807,152.7389228
1.6905E+12,28-07-2023 00:00,BTC/USD,29259,29578,29169,29365,9476394.673,322.7105286
1.69042E+12,27-07-2023 00:00,BTC/USD,29392,29601,29123,29260,18102121.93,618.6644541
1.69033E+12,26-07-2023 00:00,BTC/USD,29269,29721,29149,29390,21981984.04,747.9409335
1.69024E+12,25-07-2023 00:00,BTC/USD,29222,29404,29101,29272,10910983.31,372.7447154
1.69016E+12,24-07-2023 00:00,BTC/USD,30117,30125,28924,29224,47436938,1623.218519
1.69007E+12,23-07-2023 00:00,BTC/USD,29821,30380,29776,30122,15040140.68,499.3075054
1.68998E+12,22-07-2023 00:00,BTC/USD,29940,30035,29667,29821,5678426.893,190.4170515
1.6899E+12,21-07-2023 00:00,BTC/USD,29841,30091,29770,29940,33404046.15,1115.699604
1.68981E+12,20-07-2023 00:00,BTC/USD,29935,30438,29565,29839,39036736.78,1308.245477
1.68972E+12,19-07-2023 00:00,BTC/USD,29874,30221,29804,29939,15096197.31,504.2318486
1.68964E+12,18-07-2023 00:00,BTC/USD,30173,30269,29543,29888,38458345.03,1286.748696
1.68955E+12,17-07-2023 00:00,BTC/USD,30262,30353,29700,30172,39987401.72,1325.314919
1.68947E+12,16-07-2023 00:00,BTC/USD,30316,30484,30101,30262,16084244.44,531.4997172
1.68938E+12,15-07-2023 00:00,BTC/USD,30342,30419,30283,30310,11519841.83,380.0673647
1.68929E+12,14-07-2023 00:00,BTC/USD,31501,31663,29929,30343,73082350.34,2408.540696
1.68921E+12,13-07-2023 00:00,BTC/USD,30421,31845,30307,31500,91758054.19,2912.954101
1.68912E+12,12-07-2023 00:00,BTC/USD,30656,30999,30260,30428,32628127.58,1072.30602
1.68903E+12,11-07-2023 00:00,BTC/USD,30445,30836,30338,30654,21900970.23,714.4571747
1.68895E+12,10-07-2023 00:00,BTC/USD,30188,31060,29975,30445,39083071.54,1283.727099
1.68886E+12,09-07-2023 00:00,BTC/USD,30318,30474,30081,30188,23465585.81,777.3150195
1.68877E+12,08-07-2023 00:00,BTC/USD,30370,30406,30086,30318,13947193.81,460.030141
1.68869E+12,07-07-2023 00:00,BTC/USD,29929,30469,29750,30370,36034771.57,1186.525241
1.6886E+12,06-07-2023 00:00,BTC/USD,30525,31553,29875,29931,69210418.75,2312.332323
1.68852E+12,05-07-2023 00:00,BTC/USD,30783,30898,30232,30526,38235029.4,1252.539782
1.68843E+12,04-07-2023 00:00,BTC/USD,31182,31347,30655,30782,51353771.29,1668.30522
1.68834E+12,03-07-2023 00:00,BTC/USD,30655,31416,30606,31177,42496983.38,1363.087641
1.68826E+12,02-07-2023 00:00,BTC/USD,30607,30830,30193,30649,21497344.12,701.4044218
1.68817E+12,01-07-2023 00:00,BTC/USD,30499,30689,30356,30607,28994245.34,947.3076533
1.68808E+12,30-06-2023 00:00,BTC/USD,30471,31300,29508,30500,98293265.98,3222.730032
1.688E+12,29-06-2023 00:00,BTC/USD,30091,30849,30056,30471,29869683.19,980.2659311
1.68791E+12,28-06-2023 00:00,BTC/USD,30715,30731,29842,30091,36353032.64,1208.103175
1.68782E+12,27-06-2023 00:00,BTC/USD,30282,31018,30246,30711,31168582.8,1014.899639
1.68774E+12,26-06-2023 00:00,BTC/USD,30488,30685,29957,30287,31337481.11,1034.684225
1.68765E+12,25-06-2023 00:00,BTC/USD,30551,31070,30316,30488,19801856.05,649.4967216
1.68756E+12,24-06-2023 00:00,BTC/USD,30713,30820,30278,30556,22235615.97,727.7004832
1.68748E+12,23-06-2023 00:00,BTC/USD,29912,31430,29835,30712,70379623.76,2291.600148
1.68739E+12,22-06-2023 00:00,BTC/USD,30017,30527,29587,29919,50380148.89,1683.884785
1.68731E+12,21-06-2023 00:00,BTC/USD,28326,30801,28286,30015,94219112.83,3139.067561
1.68722E+12,20-06-2023 00:00,BTC/USD,26858,28412,26670,28326,61527619.81,2172.125249
1.68713E+12,19-06-2023 00:00,BTC/USD,26357,27075,26292,26858,25898094.75,964.2599878
1.68705E+12,18-06-2023 00:00,BTC/USD,26535,26729,26276,26358,14100000.1,534.9419569
1.68696E+12,17-06-2023 00:00,BTC/USD,26359,26857,26202,26535,21383787.16,805.8710065
1.68687E+12,16-06-2023 00:00,BTC/USD,25610,26570,25211,26359,26891004.9,1020.183046
1.68679E+12,15-06-2023 00:00,BTC/USD,25143,25766,24825,25611,28467963.79,1111.552215
1.6867E+12,14-06-2023 00:00,BTC/USD,25953,26113,24838,25146,31690381.08,1260.255352
1.68661E+12,13-06-2023 00:00,BTC/USD,25927,26455,25744,25948,20617215.15,794.5589312
1.68653E+12,12-06-2023 00:00,BTC/USD,25953,26125,25632,25933,9401884.278,362.5451848
1.68644E+12,11-06-2023 00:00,BTC/USD,25871,26233,25668,25953,13801017.43,531.7696386
1.68636E+12,10-06-2023 00:00,BTC/USD,26502,26556,25393,25871,43023681.85,1663.008073
1.68627E+12,09-06-2023 00:00,BTC/USD,26525,26804,26302,26502,13043129.03,492.1564046
1.68618E+12,08-06-2023 00:00,BTC/USD,26356,26845,26238,26526,18617687.06,701.8656057
1.6861E+12,07-06-2023 00:00,BTC/USD,27234,27393,26157,26360,47125481.71,1787.76486
1.68601E+12,06-06-2023 00:00,BTC/USD,25742,27365,25331,27233,46101910.94,1692.869347
1.68592E+12,05-06-2023 00:00,BTC/USD,27125,27136,25391,25730,77700045.99,3019.823008
1.68584E+12,04-06-2023 00:00,BTC/USD,27077,27472,26963,27126,12517887.81,461.4719387
1.68575E+12,03-06-2023 00:00,BTC/USD,27253,27340,26924,27077,11979157.83,442.4108219
1.68566E+12,02-06-2023 00:00,BTC/USD,26832,27301,26511,27254,21432513.06,786.3988059
1.68558E+12,01-06-2023 00:00,BTC/USD,27237,27359,26666,26833,22402982.81,834.9041406
1.68549E+12,31-05-2023 00:00,BTC/USD,27720,27856,26858,27220,36546172.06,1342.622045
1.6854E+12,30-05-2023 00:00,BTC/USD,27771,28069,27600,27723,13447964.1,485.083292
1.68532E+12,29-05-2023 00:00,BTC/USD,28097,28475,27550,27772,22699672.22,817.3582104
1.68523E+12,28-05-2023 00:00,BTC/USD,26886,28277,26803,28096,44987846.4,1601.218907
1.68515E+12,27-05-2023 00:00,BTC/USD,26737,26920,26587,26885,6363516.338,236.6939311
1.68506E+12,26-05-2023 00:00,BTC/USD,26498,26947,26359,26736,25802583.15,965.0876404
1.68497E+12,25-05-2023 00:00,BTC/USD,26344,26644,25886,26498,16991278.75,641.2287249
1.68489E+12,24-05-2023 00:00,BTC/USD,27238,27239,26067,26344,24361323.94,924.7389894
1.6848E+12,23-05-2023 00:00,BTC/USD,26870,27543,26829,27243,16164397.11,593.3413026
1.68471E+12,22-05-2023 00:00,BTC/USD,26760,27130,26547,26869,14629674.17,544.4815276
1.68463E+12,21-05-2023 00:00,BTC/USD,27126,27297,26693,26760,14009248.34,523.514512
1.68454E+12,20-05-2023 00:00,BTC/USD,26910,27168,26863,27126,5002277.019,184.4089441
1.68445E+12,19-05-2023 00:00,BTC/USD,26859,27219,26667,26911,8809643.963,327.3621925
1.68437E+12,18-05-2023 00:00,BTC/USD,27431,27506,26413,26860,42636759.57,1587.370051
1.68428E+12,17-05-2023 00:00,BTC/USD,27058,27532,26612,27425,51492401.67,1877.57162
1.6842E+12,16-05-2023 00:00,BTC/USD,27188,27313,26892,27054,21609108.01,798.7398539
1.68411E+12,15-05-2023 00:00,BTC/USD,26939,27674,26741,27196,26572703.72,977.0813253
1.68402E+12,14-05-2023 00:00,BTC/USD,26796,27205,26603,26937,9877104.885,366.6742728
1.68394E+12,13-05-2023 00:00,BTC/USD,26821,27071,26713,26790,9357596.267,349.2943735
1.68385E+12,12-05-2023 00:00,BTC/USD,27006,27125,25857,26818,48940949.97,1824.929151
1.68376E+12,11-05-2023 00:00,BTC/USD,27625,27654,26795,27016,48233328.89,1785.361597
1.68368E+12,10-05-2023 00:00,BTC/USD,27668,28340,26850,27622,47078451.22,1704.38242
1.68359E+12,09-05-2023 00:00,BTC/USD,27701,27846,27383,27668,20772533.37,750.7782769
1.6835E+12,08-05-2023 00:00,BTC/USD,28485,28686,27309,27701,43928164.22,1585.797055
1.68342E+12,07-05-2023 00:00,BTC/USD,28909,29188,28458,28484,18204048.43,639.097333
1.68333E+12,06-05-2023 00:00,BTC/USD,29526,29847,28405,28909,33165483.96,1147.237329
1.68324E+12,05-05-2023 00:00,BTC/USD,28854,29691,28816,29526,41744753.39,1413.830298
1.68316E+12,04-05-2023 00:00,BTC/USD,29043,29412,28700,28844,23240718.32,805.7383969
1.68307E+12,03-05-2023 00:00,BTC/USD,28680,29282,28129,29037,29913130.26,1030.172892
1.68299E+12,02-05-2023 00:00,BTC/USD,28101,28888,27901,28679,35669351.26,1243.744596
1.6829E+12,01-05-2023 00:00,BTC/USD,29263,29347,27692,28101,50649321.08,1802.4028
1.68281E+12,30-04-2023 00:00,BTC/USD,29252,29974,29113,29254,40183364.15,1373.602384
1.68273E+12,29-04-2023 00:00,BTC/USD,29338,29467,29059,29253,10101852.27,345.3270527
1.68264E+12,28-04-2023 00:00,BTC/USD,29486,29589,28911,29338,41216851.66,1404.896437
1.68255E+12,27-04-2023 00:00,BTC/USD,28425,29888,28395,29479,55631841.16,1887.168532
1.68247E+12,26-04-2023 00:00,BTC/USD,28325,30034,27234,28427,98240183.68,3455.875881
1.68238E+12,25-04-2023 00:00,BTC/USD,27522,28394,27210,28324,27694618.68,977.7792218
1.68229E+12,24-04-2023 00:00,BTC/USD,27611,28007,26978,27522,38000197.87,1380.7208
1.68221E+12,23-04-2023 00:00,BTC/USD,27827,27827,27333,27612,19181048.94,694.6635138
1.68212E+12,22-04-2023 00:00,BTC/USD,27287,27885,27163,27826,19709632.01,708.3171138
1.68204E+12,21-04-2023 00:00,BTC/USD,28251,28381,27155,27287,37452421.83,1372.537173
1.68195E+12,20-04-2023 00:00,BTC/USD,28809,29098,28012,28248,43645684.34,1545.089364
1.68186E+12,19-04-2023 00:00,BTC/USD,30392,30412,28582,28818,108495382.4,3764.847747
1.68178E+12,18-04-2023 00:00,BTC/USD,29437,30527,29169,30391,58773402.06,1933.908133
1.68169E+12,17-04-2023 00:00,BTC/USD,30285,30290,29262,29437,60198709,2045.001495
1.6816E+12,16-04-2023 00:00,BTC/USD,30278,30623,30103,30286,55754281.1,1840.925877
1.68152E+12,15-04-2023 00:00,BTC/USD,30462,30575,30192,30278,24085839.34,795.4897728
1.68143E+12,14-04-2023 00:00,BTC/USD,30385,30968,30001,30462,79041875.91,2594.769743
1.68134E+12,13-04-2023 00:00,BTC/USD,29884,30563,29867,30389,43517417.02,1432.012143
1.68126E+12,12-04-2023 00:00,BTC/USD,30189,30468,29677,29879,50431842.15,1687.869144
1.68117E+12,11-04-2023 00:00,BTC/USD,29614,30494,29579,30190,83155234.53,2754.396639
1.68108E+12,10-04-2023 00:00,BTC/USD,28320,29724,28136,29613,66227094.65,2236.419635
1.681E+12,09-04-2023 00:00,BTC/USD,27908,28521,27767,28320,19343201.68,683.0226584
1.68091E+12,08-04-2023 00:00,BTC/USD,27889,28151,27833,27901,11220785.21,402.164267
1.68083E+12,07-04-2023 00:00,BTC/USD,28019,28083,27755,27889,9324241.112,334.3340067
1.68074E+12,06-04-2023 00:00,BTC/USD,28152,28164,27717,28019,24688579.6,881.1370712
1.68065E+12,05-04-2023 00:00,BTC/USD,28153,28801,27828,28153,42719595.48,1517.408286
1.68057E+12,04-04-2023 00:00,BTC/USD,27795,28449,27671,28154,30474659.99,1082.427363
1.68048E+12,03-04-2023 00:00,BTC/USD,28173,28500,27213,27795,73381332.88,2640.091127
1.68039E+12,02-04-2023 00:00,BTC/USD,28443,28515,27839,28173,28245449.96,1002.57161
1.68031E+12,01-04-2023 00:00,BTC/USD,28454,28817,28201,28443,24551515.08,863.1830355
1.68022E+12,31-03-2023 00:00,BTC/USD,28021,28651,27504,28460,37624711.69,1322.02079
1.68013E+12,30-03-2023 00:00,BTC/USD,28344,29171,27677,28021,75138512.01,2681.507156
1.68005E+12,29-03-2023 00:00,BTC/USD,27266,28649,27253,28345,60078853.36,2119.55736
1.67996E+12,28-03-2023 00:00,BTC/USD,27127,27529,26636,27265,39228334.1,1438.779905
1.67988E+12,27-03-2023 00:00,BTC/USD,27985,28027,26536,27127,52607916.97,1939.319386
1.67979E+12,26-03-2023 00:00,BTC/USD,27472,28227,27438,27978,32786785.7,1171.877393
1.6797E+12,25-03-2023 00:00,BTC/USD,27463,27810,27164,27478,23570037.42,857.7784926
1.67962E+12,24-03-2023 00:00,BTC/USD,28308,28376,27000,27461,52674979.84,1918.174132
1.67953E+12,23-03-2023 00:00,BTC/USD,27258,28772,27094,28304,88391339.29,3122.927476
1.67944E+12,22-03-2023 00:00,BTC/USD,28111,28818,26591,27258,107222587.6,3933.619033
1.67936E+12,21-03-2023 00:00,BTC/USD,27713,28435,27312,28112,46732698.05,1662.375429
1.67927E+12,20-03-2023 00:00,BTC/USD,27947,28439,27130,27714,74874276.69,2701.677011
1.67918E+12,19-03-2023 00:00,BTC/USD,26916,28342,26838,27943,121219264,4338.090542
1.6791E+12,18-03-2023 00:00,BTC/USD,27352,27621,26547,26914,82942997.15,3081.778894
1.67901E+12,17-03-2023 00:00,BTC/USD,25054,27563,24954,27351,268485765.7,9816.305279
1.67892E+12,16-03-2023 00:00,BTC/USD,24330,25213,24186,25061,60600662.21,2418.12626
1.67884E+12,15-03-2023 00:00,BTC/USD,24730,25324,23931,24321,64022170.2,2632.382312
1.67875E+12,14-03-2023 00:00,BTC/USD,24188,26529,24060,24735,237631145.3,9607.08087
1.67867E+12,13-03-2023 00:00,BTC/USD,22091,24600,21878,24183,169417600.4,7005.648612
1.67858E+12,12-03-2023 00:00,BTC/USD,20530,22193,20357,22083,123957853.6,5613.27055
1.67849E+12,11-03-2023 00:00,BTC/USD,20200,20789,19863,20529,139691623.8,6804.599532
1.67841E+12,10-03-2023 00:00,BTC/USD,20381,20382,19592,20201,93828132.68,4644.727127
1.67832E+12,09-03-2023 00:00,BTC/USD,21712,21836,20086,20381,77155597.14,3785.662977
1.67823E+12,08-03-2023 00:00,BTC/USD,22209,22291,21590,21713,37992646.42,1749.764953
1.67815E+12,07-03-2023 00:00,BTC/USD,22405,22554,21950,22209,40861890.21,1839.879788
1.67806E+12,06-03-2023 00:00,BTC/USD,22430,22591,22278,22405,19998249.57,892.5797623
1.67797E+12,05-03-2023 00:00,BTC/USD,22346,22660,22200,22431,9741605.972,434.2920945
1.67789E+12,04-03-2023 00:00,BTC/USD,22362,22406,22176,22345,9180269.849,410.8422398
1.6778E+12,03-03-2023 00:00,BTC/USD,23474,23482,21910,22362,66836362.3,2988.836522
1.67772E+12,02-03-2023 00:00,BTC/USD,23645,23800,23205,23472,16451961.38,700.9186001
1.67763E+12,01-03-2023 00:00,BTC/USD,23146,24009,23036,23646,32446265.31,1372.167187
1.67754E+12,28-02-2023 00:00,BTC/USD,23503,23615,23066,23142,33262716,1437.331086
1.67746E+12,27-02-2023 00:00,BTC/USD,23560,23891,23131,23502,43204642.11,1838.338955
1.67737E+12,26-02-2023 00:00,BTC/USD,23178,23673,23083,23561,18179899.83,771.6098568
1.67728E+12,25-02-2023 00:00,BTC/USD,23197,23223,22810,23178,25848884.62,1115.233611
1.6772E+12,24-02-2023 00:00,BTC/USD,23958,24150,22873,23200,80054520.55,3450.625886
1.67711E+12,23-02-2023 00:00,BTC/USD,24191,24600,23622,23950,53694134.14,2241.926269
1.67702E+12,22-02-2023 00:00,BTC/USD,24466,24485,23578,24191,80680142.3,3335.130516
1.67694E+12,21-02-2023 00:00,BTC/USD,24834,25227,24172,24466,86924350.41,3552.863174
1.67685E+12,20-02-2023 00:00,BTC/USD,24281,25114,23862,24835,50185150.02,2020.742904
1.67676E+12,19-02-2023 00:00,BTC/USD,24634,25209,24221,24284,66084469.78,2721.317319
1.67668E+12,18-02-2023 00:00,BTC/USD,24580,24878,24450,24633,15481921.2,628.5032761
1.67659E+12,17-02-2023 00:00,BTC/USD,23525,25023,23350,24582,102590385.5,4173.394579
1.67651E+12,16-02-2023 00:00,BTC/USD,24325,25234,23526,23529,109220525.5,4641.953569
1.67642E+12,15-02-2023 00:00,BTC/USD,22197,24393,22063,24318,57727773.51,2373.870117
1.67633E+12,14-02-2023 00:00,BTC/USD,21773,22339,21555,22198,31925847.9,1438.230827
1.67625E+12,13-02-2023 00:00,BTC/USD,21793,21905,21354,21773,67151700.89,3084.173099
1.67616E+12,12-02-2023 00:00,BTC/USD,21865,22096,21666,21796,27568805.39,1264.856184
1.67607E+12,11-02-2023 00:00,BTC/USD,21641,21907,21614,21865,7805373.363,356.980259
1.67599E+12,10-02-2023 00:00,BTC/USD,21799,21937,21500,21641,31816738.19,1470.206469
1.6759E+12,09-02-2023 00:00,BTC/USD,22957,23003,21700,21800,72145266.45,3309.415892
1.67581E+12,08-02-2023 00:00,BTC/USD,23245,23430,22691,22957,31088813.3,1354.219336
1.67573E+12,07-02-2023 00:00,BTC/USD,22754,23350,22742,23246,27808252.65,1196.259686
1.67564E+12,06-02-2023 00:00,BTC/USD,22935,23145,22620,22755,24593720.51,1080.80512
1.67556E+12,05-02-2023 00:00,BTC/USD,23314,23419,22777,22932,32953102.69,1436.992093
1.67547E+12,04-02-2023 00:00,BTC/USD,23433,23580,23248,23315,13620704.92,584.2035135
1.67538E+12,03-02-2023 00:00,BTC/USD,23487,23708,23230,23433,45083620.51,1923.937204
1.6753E+12,02-02-2023 00:00,BTC/USD,23724,24240,23385,23491,66517399.27,2831.612076
1.67521E+12,01-02-2023 00:00,BTC/USD,23136,23814,22757,23723,50480760.88,2127.924836
1.67512E+12,31-01-2023 00:00,BTC/USD,22830,23297,22730,23135,45996916.23,1988.196076
1.67504E+12,30-01-2023 00:00,BTC/USD,23743,23785,22500,22830,67375315.51,2951.174573
1.67495E+12,29-01-2023 00:00,BTC/USD,23028,23962,23000,23746,100650892.4,4238.646188
1.67486E+12,28-01-2023 00:00,BTC/USD,23066,23181,22876,23029,32380313.57,1406.066854
1.67478E+12,27-01-2023 00:00,BTC/USD,23005,23486,22533,23067,51841119.14,2247.414884
1.67469E+12,26-01-2023 00:00,BTC/USD,23054,23273,22853,23004,32315136.08,1404.76161
1.6746E+12,25-01-2023 00:00,BTC/USD,22627,23812,22324,23054,86280246.75,3742.528271
1.67452E+12,24-01-2023 00:00,BTC/USD,22912,23154,22437,22627,42476143.03,1877.232644
1.67443E+12,23-01-2023 00:00,BTC/USD,22713,23169,22497,22910,42598693.45,1859.392992
1.67435E+12,22-01-2023 00:00,BTC/USD,22775,23072,22310,22713,34523310,1519.980188
1.67426E+12,21-01-2023 00:00,BTC/USD,22670,23353,22427,22775,81999645.02,3600.423492
1.67417E+12,20-01-2023 00:00,BTC/USD,21080,22743,20856,22670,65401144.89,2884.920375
1.67409E+12,19-01-2023 00:00,BTC/USD,20675,21187,20670,21080,19000428.6,901.3486051
1.674E+12,18-01-2023 00:00,BTC/USD,21136,21639,20408,20684,65942170.68,3188.076324
1.67391E+12,17-01-2023 00:00,BTC/USD,21198,21586,20853,21136,43496526.52,2057.935585
1.67383E+12,16-01-2023 00:00,BTC/USD,20882,21469,20639,21197,68846925.02,3247.95608
1.67374E+12,15-01-2023 00:00,BTC/USD,20964,21055,20566,20882,32197296.55,1541.86843
1.67365E+12,14-01-2023 00:00,BTC/USD,19935,21378,19897,20966,127089019.2,6061.672194
1.67357E+12,13-01-2023 00:00,BTC/USD,18855,20000,18725,19930,60489615.37,3035.103631
1.67348E+12,12-01-2023 00:00,BTC/USD,17953,19112,17866,18856,100342835.5,5321.533491
1.6734E+12,11-01-2023 00:00,BTC/USD,17446,18009,17316,17952,39984630.16,2227.30783
1.67331E+12,10-01-2023 00:00,BTC/USD,17186,17506,17155,17445,14101789.88,808.3571154
1.67322E+12,09-01-2023 00:00,BTC/USD,17141,17400,17123,17185,27224112.49,1584.178789
1.67314E+12,08-01-2023 00:00,BTC/USD,16958,17181,16930,17140,13923725.23,812.3526973
1.67305E+12,07-01-2023 00:00,BTC/USD,16967,16990,16924,16958,4795186.842,282.7684186
1.67296E+12,06-01-2023 00:00,BTC/USD,16842,17200,16687,16968,30910186.42,1821.675296
1.67288E+12,05-01-2023 00:00,BTC/USD,16864,16888,16775,16842,9596546.985,569.7985385
1.67279E+12,04-01-2023 00:00,BTC/USD,16689,17008,16671,16864,18895168.5,1120.444053
1.6727E+12,03-01-2023 00:00,BTC/USD,16689,16810,16625,16689,26333991.02,1577.925042
1.67262E+12,02-01-2023 00:00,BTC/USD,16643,16803,16584,16690,10003236.78,599.3551095
1.67253E+12,01-01-2023 00:00,BTC/USD,16569,16644,16517,16643,4035954.239,242.5016066
1.67244E+12,31-12-2022 00:00,BTC/USD,16618,16664,16507,16564,9932771.098,599.6601726
1.67236E+12,30-12-2022 00:00,BTC/USD,16658,16667,16358,16618,21572538.79,1298.142905
1.67227E+12,29-12-2022 00:00,BTC/USD,16558,16675,16505,16658,6956321.357,417.5964316
1.67219E+12,28-12-2022 00:00,BTC/USD,16719,16797,16444,16558,26367548.95,1592.435617
1.6721E+12,27-12-2022 00:00,BTC/USD,16947,16987,16617,16720,15678916.25,937.7342256
1.67201E+12,26-12-2022 00:00,BTC/USD,16848,16963,16814,16946,5475269.034,323.1009698
1.67193E+12,25-12-2022 00:00,BTC/USD,16864,16874,16723,16847,6358401.168,377.4203816
1.67184E+12,24-12-2022 00:00,BTC/USD,16802,16891,16802,16864,6742337.257,399.8065262
1.67175E+12,23-12-2022 00:00,BTC/USD,16838,16966,16770,16802,8902849.546,529.868441
1.67167E+12,22-12-2022 00:00,BTC/USD,16840,16873,16588,16838,12934422.51,768.1685773
1.67158E+12,21-12-2022 00:00,BTC/USD,16917,16934,16750,16845,13299563.77,789.5258988
1.67149E+12,20-12-2022 00:00,BTC/USD,16448,17066,16413,16924,24724006.7,1460.884348
1.67141E+12,19-12-2022 00:00,BTC/USD,16756,16825,16261,16447,33503165.26,2037.038078
1.67132E+12,18-12-2022 00:00,BTC/USD,16794,16872,16678,16755,10261216.68,612.4271373
1.67124E+12,17-12-2022 00:00,BTC/USD,16648,16811,16609,16793,20659828.46,1230.264304
1.67115E+12,16-12-2022 00:00,BTC/USD,17372,17544,16550,16642,50065993.18,3008.41204
1.67106E+12,15-12-2022 00:00,BTC/USD,17816,17867,17299,17373,33280452.57,1915.642237
1.67098E+12,14-12-2022 00:00,BTC/USD,17786,18391,17678,17813,54981413.9,3086.589227
1.67089E+12,13-12-2022 00:00,BTC/USD,17230,18000,17102,17785,106044965.3,5962.60699
1.6708E+12,12-12-2022 00:00,BTC/USD,17101,17263,16879,17229,42518811.96,2467.863019
1.67072E+12,11-12-2022 00:00,BTC/USD,17132,17503,17092,17110,35359713.66,2066.610968
1.67063E+12,10-12-2022 00:00,BTC/USD,17137,17240,17104,17133,6344240.843,370.2936347
1.67054E+12,09-12-2022 00:00,BTC/USD,17247,17366,17053,17137,24401032.35,1423.880046
1.67046E+12,08-12-2022 00:00,BTC/USD,16846,17323,16756,17246,30273292.47,1755.380521
1.67037E+12,07-12-2022 00:00,BTC/USD,17095,17156,16701,16846,18042073.21,1071.000428
1.67028E+12,06-12-2022 00:00,BTC/USD,16974,17109,16908,17094,13196603.4,772.0020709
1.6702E+12,05-12-2022 00:00,BTC/USD,17127,17436,16886,16975,24767308.24,1459.046141
1.67011E+12,04-12-2022 00:00,BTC/USD,16890,17210,16885,17127,24135147.4,1409.187096
1.67003E+12,03-12-2022 00:00,BTC/USD,17091,17144,16865,16889,11668075.37,690.8683385
1.66994E+12,02-12-2022 00:00,BTC/USD,16982,17100,16789,17090,26187173.53,1532.309745
1.66985E+12,01-12-2022 00:00,BTC/USD,17181,17335,16872,16980,26518501.71,1561.749217
1.66977E+12,30-11-2022 00:00,BTC/USD,16454,17297,16446,17180,46842328.64,2726.56162
1.66968E+12,29-11-2022 00:00,BTC/USD,16216,16545,16101,16452,26841853.59,1631.52526
1.66959E+12,28-11-2022 00:00,BTC/USD,16436,16487,16002,16214,28273070.79,1743.744344
1.66951E+12,27-11-2022 00:00,BTC/USD,16460,16603,16410,16435,8118017.709,493.9469248
1.66942E+12,26-11-2022 00:00,BTC/USD,16520,16697,16389,16460,12770912.38,775.8756004
1.66933E+12,25-11-2022 00:00,BTC/USD,16603,16617,16354,16519,19223916.21,1163.74576
1.66925E+12,24-11-2022 00:00,BTC/USD,16608,16804,16463,16606,20025494.83,1205.919236
1.66916E+12,23-11-2022 00:00,BTC/USD,16219,16682,16168,16613,48114046.57,2896.168457
1.66908E+12,22-11-2022 00:00,BTC/USD,15766,16294,15616,16217,51877711.57,3198.97093
1.66899E+12,21-11-2022 00:00,BTC/USD,16278,16305,15487,15765,67946446.74,4309.955391
1.6689E+12,20-11-2022 00:00,BTC/USD,16692,16742,16184,16278,19141959.27,1175.940488
1.66882E+12,19-11-2022 00:00,BTC/USD,16682,16811,16538,16695,10127130.11,606.5965926
1.66873E+12,18-11-2022 00:00,BTC/USD,16683,16977,16546,16685,33153206.3,1987.006671
1.66864E+12,17-11-2022 00:00,BTC/USD,16653,16735,16410,16683,24698410.53,1480.453787
1.66856E+12,16-11-2022 00:00,BTC/USD,16887,17002,16347,16654,73029830.46,4385.12252
1.66847E+12,15-11-2022 00:00,BTC/USD,16625,17132,16543,16886,110269041.6,6530.204997
1.66838E+12,14-11-2022 00:00,BTC/USD,16344,17200,15822,16626,111537925,6708.644592
1.6683E+12,13-11-2022 00:00,BTC/USD,16815,16956,16255,16345,41531313.05,2540.91851
1.66821E+12,12-11-2022 00:00,BTC/USD,17056,17106,16635,16820,20988520.83,1247.831203
1.66812E+12,11-11-2022 00:00,BTC/USD,17584,17671,16355,17047,136946186.1,8033.447886
1.66804E+12,10-11-2022 00:00,BTC/USD,15928,18156,15760,17585,364580355.9,20732.46266
1.66795E+12,09-11-2022 00:00,BTC/USD,18557,18600,15588,15923,287964256.7,18084.79914
1.66787E+12,08-11-2022 00:00,BTC/USD,20609,20712,16950,18559,380757722.3,20516.06888
1.66778E+12,07-11-2022 00:00,BTC/USD,20932,21083,20421,20609,37986471.91,1843.19821
1.66769E+12,06-11-2022 00:00,BTC/USD,21316,21378,20900,20932,28352372.06,1354.498952
