date,eth_open,eth_high,eth_low,eth_close,eth_volume
2023-11-23,2063.905518,2088.031982,2041.464233,2062.210693,7828437946
2023-11-24,2062.411865,2132.481201,2060.999023,2081.1521,12141148820
2023-11-25,2081.296143,2091.342773,2067.917236,2084.413086,5362623390
2023-11-26,2084.17749,2094.095947,2038.600464,2063.286133,8054814154
2023-11-27,2062.390869,2070.606201,1988.120361,2027.417358,10574810069
2023-11-28,2027.517212,2074.954102,1996.814697,2049.338135,9910633038
2023-11-29,2049.186768,2071.994385,2020.756592,2029.929199,8945151861
2023-11-30,2029.358398,2054.444336,2022.461792,2052.556152,8107789163
2023-12-01,2052.09668,2109.319092,2046.557007,2087.139893,10866891430
2023-12-02,2087.663574,2182.817871,2087.407959,2165.704102,9130124831
2023-12-03,2165.895752,2213.175781,2151.720947,2193.69165,8278465782
2023-12-04,2193.66333,2273.069824,2193.007324,2243.21582,16149367134
2023-12-05,2243.092529,2306.570313,2191.17627,2293.841797,15383072559
2023-12-06,2293.628174,2310.713135,2225.081055,2231.661377,12790612571
2023-12-07,2233.217773,2380.729736,2225.050537,2357.57959,14766891042
2023-12-08,2357.169189,2387.514404,2340.92041,2358.731934,12543458699
2023-12-09,2358.686035,2401.760498,2331.666016,2341.175293,10613312823
2023-12-10,2341.440186,2376.749756,2323.405762,2352.462646,7369608905
2023-12-11,2352.496582,2354.914063,2160.358154,2224.578857,17989249470
2023-12-12,2224.391113,2242.55127,2166.77002,2202.038086,11391132228
2023-12-13,2202.600342,2283.099121,2150.754395,2260.648682,12576395493
2023-12-14,2260.736084,2331.601563,2239.366211,2316.579102,12608711052
2023-12-15,2316.110352,2316.892822,2214.263184,2219.337402,10259157898
2023-12-16,2220.415527,2260.809814,2213.550781,2226.926514,6866555430
2023-12-17,2226.892578,2244.366455,2195.761719,2196.481201,7410453853
2023-12-18,2195.341797,2222.019287,2120.127441,2217.273438,10366536490
2023-12-19,2218.240967,2253.348877,2139.723389,2177.872559,10619179629
2023-12-20,2177.239502,2263.329102,2161.21875,2201.911377,12652290807
2023-12-21,2201.790039,2278.121582,2184.856689,2239.54248,12616530536
2023-12-22,2239.598145,2341.94751,2233.532715,2326.524902,16137246310
2023-12-23,2326.71582,2332.072021,2270.428955,2309.046387,7995772945
2023-12-24,2309.626709,2325.705078,2249.984375,2265.692139,9450799236
2023-12-25,2265.340576,2303.551025,2254.574463,2272.561768,8036302656
2023-12-26,2272.21875,2274.557373,2180.225342,2231.465332,10668581464
2023-12-27,2231.393066,2392.608643,2215.140381,2378.73999,14161342927
2023-12-28,2380.200684,2445.017578,2338.703857,2347.566162,15660799060
2023-12-29,2346.84375,2386.004639,2262.97583,2300.690674,12536968996
2023-12-30,2300.399658,2322.021484,2270.011963,2292.06543,6888195427
2023-12-31,2291.945313,2318.512939,2261.394287,2281.471191,6871481744
2024-01-01,2282.870361,2352.327881,2267.018066,2352.327881,6906765990
2024-01-02,2352.593506,2431.212402,2348.892334,2355.836426,12910543630
2024-01-03,2355.981445,2385.117676,2113.925293,2210.761963,19332933581
2024-01-04,2210.529053,2294.608154,2204.865723,2269.038086,11044564896
2024-01-05,2269.409424,2276.764648,2209.537109,2268.647217,10860953290
2024-01-06,2269.540039,2271.359375,2219.781982,2241.624756,5970741680
2024-01-07,2242.012695,2257.12793,2211.5625,2222.865967,6490053615
2024-01-08,2222.857666,2358.815674,2171.993652,2333.032715,13830287095
2024-01-09,2332.868164,2369.641602,2243.219238,2344.827148,14891130716
2024-01-10,2344.923584,2626.976807,2341.943115,2582.103516,29042100476
2024-01-11,2584.171631,2687.779053,2567.993652,2619.619141,22575246883
2024-01-12,2619.177002,2710.421875,2460.925537,2524.460205,23623839263
2024-01-13,2522.933838,2589.079834,2498.594482,2576.5979,12250316867
2024-01-14,2578.003662,2578.332275,2470.424316,2472.241211,9405587417
2024-01-15,2471.666992,2550.769043,2470.820801,2511.36377,9700630000
2024-01-16,2510.627197,2613.566895,2500.003906,2587.691162,11063317095
2024-01-17,2587.044678,2592.737061,2508.432861,2528.369385,10441017520
2024-01-18,2528.593262,2546.263916,2426.135498,2467.018799,11900028080
2024-01-19,2468.688965,2501.305176,2414.710938,2489.498535,11405278376
