Date,Predicted_Close
2025-12-05,3139.5918
2025-12-06,3139.3157
2025-12-07,3139.246
2025-12-08,3139.3896
2025-12-09,3139.4885
2025-12-10,3139.542
2025-12-11,3139.5613
2025-12-12,3139.5679
